id,name,supplier_id,category_id,quantity_per_unit,unit_price,stock,discontinued
7273,"Proximates, Chicken, dark meat, lean only, thigh, raw, non-enhanced (FL1,MO1,NY1) - 14B-07-04-prox",56,6,32,64,136,False
7274,"Chicken, dark meat, lean only, thigh, roasted, non-enhanced (FL1,MO1,NY1) - 14B-08-04",7,1,61,35,168,False
7275,"Thiamin, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (FL1,MO1,NY1) - 14B-08-04-B1",44,11,30,144,3,False
7276,"Vitamin B12, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (FL1,MO1,NY1) - 14B-08-04-B12",13,3,55,43,122,False
7277,"Riboflavin, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (FL1,MO1,NY1) - 14B-08-04-B2",23,11,56,132,157,False
7278,"Niacin, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (FL1,MO1,NY1) - 14B-08-04-B3",21,9,73,37,68,False
7279,"Vitamin B6, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (FL1,MO1,NY1) - 14B-08-04-B6",29,8,42,74,0,False
7280,"Cholesterol-WT, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (FL1,MO1,NY1) - 14B-08-04-Choles",3,4,74,25,40,False
7281,"Cholesterol,  Chicken, dark meat, lean only, thigh, roasted, non-enhanced (FL1,MO1,NY1) - 14B-08-04-chTTU",46,5,74,14,85,False
7282,"FA, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (FL1,MO1,NY1) - 14B-08-04-FattyAcids",35,2,46,30,163,False
7283,"Minerals, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (FL1,MO1,NY1) - 14B-08-04-Min",7,10,7,156,156,False
7284,"Selenium, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (FL1,MO1,NY1) - 14B-08-04-Se",5,1,60,188,141,False
7285,"Fat, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (FL1,MO1,NY1) - 14B-08-04-TotalFat",29,11,18,124,93,False
7286,"Cholesterol-Cov, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (FL1,MO1,NY1) - 14B-08-04-cov",2,10,25,54,168,False
7287,"Proximates, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (FL1,MO1,NY1) - 14B-08-04-prox",8,7,69,185,14,False
7288,"Chicken, dark meat, lean only, thigh, braised, non-enhanced (FL1,MO1,NY1) - 14B-09-04",20,6,50,46,49,False
7289,"Thiamin, Chicken, dark meat, lean only, thigh, braised, non-enhanced (FL1,MO1,NY1) - 14B-09-04-B1",50,5,26,50,81,False
7290,"Vitamin B12, Chicken, dark meat, lean only, thigh, braised, non-enhanced (FL1,MO1,NY1) - 14B-09-04-B12",37,11,27,125,139,False
7291,"Riboflavin, Chicken, dark meat, lean only, thigh, braised, non-enhanced (FL1,MO1,NY1) - 14B-09-04-B2",32,5,6,136,63,False
7292,"Niacin, Chicken, dark meat, lean only, thigh, braised, non-enhanced (FL1,MO1,NY1) - 14B-09-04-B3",1,1,32,139,84,False
7293,"Vitamin B6, Chicken, dark meat, lean only, thigh, braised, non-enhanced (FL1,MO1,NY1) - 14B-09-04-B6",23,3,52,120,65,False
7294,"Cholesterol-WT, Chicken, dark meat, lean only, thigh, braised, non-enhanced (FL1,MO1,NY1) - 14B-09-04-Choles",21,2,1,142,56,False
7295,"Cholesterol,  Chicken, dark meat, lean only, thigh, braised, non-enhanced (FL1,MO1,NY1) - 14B-09-04-chTTU",39,1,9,116,193,False
7296,"FA, Chicken, dark meat, lean only, thigh, braised, non-enhanced (FL1,MO1,NY1) - 14B-09-04-FattyAcids",52,2,43,91,129,False
7297,"Minerals, Chicken, dark meat, lean only, thigh, braised, non-enhanced (FL1,MO1,NY1) - 14B-09-04-Min",45,10,14,193,181,False
7298,"Selenium, Chicken, dark meat, lean only, thigh, braised, non-enhanced (FL1,MO1,NY1) - 14B-09-04-Se",34,5,66,120,134,False
7299,"Fat, Chicken, dark meat, lean only, thigh, braised, non-enhanced (FL1,MO1,NY1) - 14B-09-04-TotalFat",21,9,66,17,194,False
7300,"Cholesterol-Cov, Chicken, dark meat, lean only, thigh, braised, non-enhanced (FL1,MO1,NY1) - 14B-09-04-cov",11,1,52,151,166,False
7301,"Proximates, Chicken, dark meat, lean only, thigh, braised, non-enhanced (FL1,MO1,NY1) - 14B-09-04-prox",19,11,64,166,58,True
7302,"Chicken, dark meat, lean only, drumstick, raw, non-enhanced (FL1,MO1,NY1) - 14B-04-04",24,9,35,55,56,False
7303,"Amino Acids, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (FL1,MO1,NY1) - 14B-04-04-AminoAcids",57,2,17,27,116,False
7304,"Thiamin, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (FL1,MO1,NY1) - 14B-04-04-B1",29,9,61,102,117,False
7305,"Vitamin B12, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (FL1,MO1,NY1) - 14B-04-04-B12",52,6,61,58,90,False
7306,"Riboflavin, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (FL1,MO1,NY1) - 14B-04-04-B2",16,8,46,8,98,False
7307,"Niacin, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (FL1,MO1,NY1) - 14B-04-04-B3",50,1,40,110,35,False
7308,"Vitamin B6, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (FL1,MO1,NY1) - 14B-04-04-B6",8,10,34,172,109,False
7309,"Cholesterol-WT, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (FL1,MO1,NY1) - 14B-04-04-Choles",42,9,67,93,150,False
7310,"Cholesterol,  Chicken, dark meat, lean only, drumstick, raw, non-enhanced (FL1,MO1,NY1) - 14B-04-04-chTTU",45,9,74,142,78,False
7311,"FA, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (FL1,MO1,NY1) - 14B-04-04-FattyAcids",7,2,51,146,71,False
7312,"Minerals, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (FL1,MO1,NY1) - 14B-04-04-Min",14,3,79,116,199,False
7313,"Selenium, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (FL1,MO1,NY1) - 14B-04-04-Se",47,8,57,188,6,False
7314,"Fat, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (FL1,MO1,NY1) - 14B-04-04-TotalFat",33,10,9,71,23,False
7315,"Proximates, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (FL1,MO1,NY1) - 14B-04-04-prox",58,2,50,18,195,False
7316,"Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (FL1,MO1,NY1) - 14B-05-04",39,3,63,171,102,False
7317,"Thiamin, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (FL1,MO1,NY1) - 14B-05-04-B1",10,3,33,143,152,False
7318,"Vitamin B12, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (FL1,MO1,NY1) - 14B-05-04-B12",50,1,31,25,116,False
7319,"Riboflavin, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (FL1,MO1,NY1) - 14B-05-04-B2",38,3,56,6,52,False
7320,"Niacin, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (FL1,MO1,NY1) - 14B-05-04-B3",45,3,9,40,146,False
7321,"Vitamin B6, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (FL1,MO1,NY1) - 14B-05-04-B6",11,2,55,80,180,False
7322,"Cholesterol-WT, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (FL1,MO1,NY1) - 14B-05-04-Choles",35,1,47,20,4,False
7323,"Cholesterol,  Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (FL1,MO1,NY1) - 14B-05-04-chTTU",57,10,44,69,111,False
7324,"FA, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (FL1,MO1,NY1) - 14B-05-04-FattyAcids",49,5,22,40,152,False
7325,"Minerals, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (FL1,MO1,NY1) - 14B-05-04-Min",20,5,23,97,167,False
7326,"Selenium, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (FL1,MO1,NY1) - 14B-05-04-Se",31,9,67,78,86,False
7327,"Fat, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (FL1,MO1,NY1) - 14B-05-04-TotalFat",57,5,32,32,147,False
7328,"Cholesterol-Cov, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (FL1,MO1,NY1) - 14B-05-04-cov",52,1,12,132,158,False
7329,"Proximates, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (FL1,MO1,NY1) - 14B-05-04-prox",34,9,33,99,124,False
7330,"Chicken, dark meat, lean only, drumstick, braised, non-enhanced (FL1,MO1,NY1) - 14B-06-04",50,1,7,75,50,False
7331,"Proximates, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (FL1,MO1,NY1) - 14B-06-04-prox",1,1,46,88,94,False
7332,"Cholesterol-Cov, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (FL1,MO1,NY1) - 14B-06-04-cov",11,10,60,169,35,False
7333,"Thiamin, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (FL1,MO1,NY1) - 14B-06-04-B1",47,5,27,193,65,False
7334,"Vitamin B12, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (FL1,MO1,NY1) - 14B-06-04-B12",2,9,76,140,49,False
7335,"Riboflavin, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (FL1,MO1,NY1) - 14B-06-04-B2",23,11,43,43,52,False
7336,"Niacin, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (FL1,MO1,NY1) - 14B-06-04-B3",59,8,31,197,126,False
7337,"Vitamin B6, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (FL1,MO1,NY1) - 14B-06-04-B6",34,1,52,15,56,False
7338,"Cholesterol-WT, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (FL1,MO1,NY1) - 14B-06-04-Choles",16,2,16,170,97,False
7339,"Cholesterol,  Chicken, dark meat, lean only, drumstick, braised, non-enhanced (FL1,MO1,NY1) - 14B-06-04-chTTU",57,9,33,149,37,False
7340,"FA, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (FL1,MO1,NY1) - 14B-06-04-FattyAcids",5,2,56,161,29,False
7341,"Minerals, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (FL1,MO1,NY1) - 14B-06-04-Min",6,8,47,114,61,False
7342,"Selenium, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (FL1,MO1,NY1) - 14B-06-04-Se",5,11,75,161,23,False
7343,"Fat, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (FL1,MO1,NY1) - 14B-06-04-TotalFat",48,11,78,185,147,False
7344,"Chicken, skin, raw, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-01-05",34,4,43,157,89,False
7345,"Proximates, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-01-05-prox",41,9,16,165,79,False
7346,"Amino Acids, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-01-05-AminoAcids",54,7,61,191,173,False
7347,"Thiamin, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-01-05-B1",23,9,10,164,6,False
7348,"Vitamin B12, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-01-05-B12",45,11,32,81,94,False
7349,"Riboflavin, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-01-05-B2",34,7,73,55,161,False
7350,"Niacin, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-01-05-B3",57,7,79,70,43,False
7351,"Vitamin B6, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-01-05-B6",28,1,42,5,139,False
7352,"Cholesterol,  Chicken, skin, raw, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-01-05-chTTU",33,10,50,155,75,False
7353,"FA, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-01-05-FattyAcids",44,3,48,79,119,False
7354,"Minerals, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-01-05-Min",7,1,48,198,162,False
7355,"Selenium, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-01-05-Se",8,1,28,173,68,False
7356,"Fat, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-01-05-TotalFat",41,6,58,65,71,False
7357,"Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-02-05",6,3,17,148,28,False
7358,"Minerals, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-02-05-Min",45,2,41,119,17,False
7359,"Selenium, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-02-05-Se",33,9,15,92,91,False
7360,"Fat, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-02-05-TotalFat",35,5,52,117,134,False
7361,"Proximates, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-02-05-prox",9,11,74,23,63,False
7362,"Thiamin, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-02-05-B1",2,10,13,184,44,False
7363,"Vitamin B12, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-02-05-B12",22,7,35,153,124,False
7364,"Riboflavin, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-02-05-B2",22,11,4,67,79,False
7365,"Niacin, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-02-05-B3",16,2,23,174,116,False
7366,"Vitamin B6, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-02-05-B6",16,5,10,42,168,False
7367,"Cholesterol,  Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-02-05-chTTU",33,5,5,43,77,False
7368,"FA, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-02-05-FattyAcids",25,10,40,158,142,False
7369,"Chicken, skin, braised, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-03-05",37,1,41,25,123,False
7370,"Thiamin, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-03-05-B1",3,1,44,190,72,False
7371,"Vitamin B12, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-03-05-B12",39,8,72,29,10,False
7372,"Riboflavin, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-03-05-B2",17,5,10,81,58,False
7373,"Niacin, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-03-05-B3",48,4,12,34,88,False
7374,"Vitamin B6, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-03-05-B6",50,2,79,32,79,False
7375,"Cholesterol-WT, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-03-05-Choles",47,5,74,161,93,False
7376,"Cholesterol,  Chicken, skin, braised, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-03-05-chTTU",27,9,73,141,97,False
7377,"FA, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-03-05-FattyAcids",2,1,63,52,45,False
7378,"Minerals, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-03-05-Min",31,10,54,37,180,False
7379,"Selenium, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-03-05-Se",34,1,50,126,18,False
7380,"Fat, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-03-05-TotalFat",58,1,67,150,118,False
7381,"Proximates, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-03-05-prox",47,10,8,29,5,False
7382,"Chicken, dark meat, lean only, thigh, raw, non-enhanced (AL1,CA1) - 14B-07-05",37,9,59,105,162,False
7383,"Amino Acids, Chicken, dark meat, lean only, thigh, raw, non-enhanced (AL1,CA1) - 14B-07-05-AminoAcids",29,10,11,90,62,False
7384,"Thiamin, Chicken, dark meat, lean only, thigh, raw, non-enhanced (AL1,CA1) - 14B-07-05-B1",40,2,35,40,144,False
7385,"Vitamin B12, Chicken, dark meat, lean only, thigh, raw, non-enhanced (AL1,CA1) - 14B-07-05-B12",24,5,48,90,131,False
7386,"Riboflavin, Chicken, dark meat, lean only, thigh, raw, non-enhanced (AL1,CA1) - 14B-07-05-B2",26,2,34,110,20,False
7387,"Niacin, Chicken, dark meat, lean only, thigh, raw, non-enhanced (AL1,CA1) - 14B-07-05-B3",16,3,45,98,169,False
7388,"Vitamin B6, Chicken, dark meat, lean only, thigh, raw, non-enhanced (AL1,CA1) - 14B-07-05-B6",30,8,1,93,198,False
7389,"Cholesterol,  Chicken, dark meat, lean only, thigh, raw, non-enhanced (AL1,CA1) - 14B-07-05-chTTU",26,3,15,177,101,False
7390,"FA, Chicken, dark meat, lean only, thigh, raw, non-enhanced (AL1,CA1) - 14B-07-05-FattyAcids",25,1,24,170,193,False
7391,"Minerals, Chicken, dark meat, lean only, thigh, raw, non-enhanced (AL1,CA1) - 14B-07-05-Min",22,1,35,37,123,False
7392,"Selenium, Chicken, dark meat, lean only, thigh, raw, non-enhanced (AL1,CA1) - 14B-07-05-Se",27,11,77,42,71,False
7393,"Fat, Chicken, dark meat, lean only, thigh, raw, non-enhanced (AL1,CA1) - 14B-07-05-TotalFat",48,5,69,130,64,False
7394,"Proximates, Chicken, dark meat, lean only, thigh, raw, non-enhanced (AL1,CA1) - 14B-07-05-prox",5,7,63,170,144,False
7395,"Chicken, dark meat, lean only, thigh, roasted, non-enhanced (AL1,CA1) - 14B-08-05",29,9,67,33,12,False
7396,"Thiamin, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (AL1,CA1) - 14B-08-05-B1",42,10,19,130,88,False
7397,"Vitamin B12, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (AL1,CA1) - 14B-08-05-B12",25,10,28,172,84,False
7398,"Riboflavin, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (AL1,CA1) - 14B-08-05-B2",24,5,37,10,26,False
7399,"Niacin, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (AL1,CA1) - 14B-08-05-B3",56,7,27,36,194,False
7400,"Vitamin B6, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (AL1,CA1) - 14B-08-05-B6",60,5,79,94,103,False
7401,"Cholesterol-WT, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (AL1,CA1) - 14B-08-05-Choles",12,11,20,155,46,True
7402,"Cholesterol,  Chicken, dark meat, lean only, thigh, roasted, non-enhanced (AL1,CA1) - 14B-08-05-chTTU",46,1,52,123,130,False
7403,"FA, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (AL1,CA1) - 14B-08-05-FattyAcids",19,5,65,170,167,False
7404,"Minerals, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (AL1,CA1) - 14B-08-05-Min",9,2,15,39,20,False
7405,"Selenium, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (AL1,CA1) - 14B-08-05-Se",32,9,1,63,84,False
7406,"Fat, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (AL1,CA1) - 14B-08-05-TotalFat",50,7,7,120,168,False
7407,"Cholesterol-Cov, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (AL1,CA1) - 14B-08-05-cov",27,5,57,102,191,False
7408,"Proximates, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (AL1,CA1) - 14B-08-05-prox",53,5,69,88,83,False
7409,"Chicken, dark meat, lean only, thigh, braised, non-enhanced (AL1,CA1) - 14B-09-05",41,9,76,117,14,False
7410,"Niacin, Chicken, dark meat, lean only, thigh, braised, non-enhanced (AL1,CA1) - 14B-09-05-B3",50,9,64,92,194,False
7411,"Vitamin B6, Chicken, dark meat, lean only, thigh, braised, non-enhanced (AL1,CA1) - 14B-09-05-B6",21,3,9,50,90,False
7412,"Cholesterol-WT, Chicken, dark meat, lean only, thigh, braised, non-enhanced (AL1,CA1) - 14B-09-05-Choles",21,11,45,111,176,False
7413,"Cholesterol,  Chicken, dark meat, lean only, thigh, braised, non-enhanced (AL1,CA1) - 14B-09-05-chTTU",27,9,56,116,161,False
7414,"FA, Chicken, dark meat, lean only, thigh, braised, non-enhanced (AL1,CA1) - 14B-09-05-FattyAcids",19,3,7,98,86,False
7415,"Minerals, Chicken, dark meat, lean only, thigh, braised, non-enhanced (AL1,CA1) - 14B-09-05-Min",55,5,45,170,196,False
7416,"Selenium, Chicken, dark meat, lean only, thigh, braised, non-enhanced (AL1,CA1) - 14B-09-05-Se",2,3,26,169,53,False
7417,"Fat, Chicken, dark meat, lean only, thigh, braised, non-enhanced (AL1,CA1) - 14B-09-05-TotalFat",52,5,19,44,186,False
7418,"Thiamin, Chicken, dark meat, lean only, thigh, braised, non-enhanced (AL1,CA1) - 14B-09-05-B1",28,2,13,37,85,False
7419,"Vitamin B12, Chicken, dark meat, lean only, thigh, braised, non-enhanced (AL1,CA1) - 14B-09-05-B12",50,10,13,76,45,False
7420,"Riboflavin, Chicken, dark meat, lean only, thigh, braised, non-enhanced (AL1,CA1) - 14B-09-05-B2",30,10,45,101,9,False
7421,"Cholesterol-Cov, Chicken, dark meat, lean only, thigh, braised, non-enhanced (AL1,CA1) - 14B-09-05-cov",13,9,76,21,7,False
7422,"Proximates, Chicken, dark meat, lean only, thigh, braised, non-enhanced (AL1,CA1) - 14B-09-05-prox",50,7,34,39,112,False
7423,"Chicken, skin, raw, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-01-02",11,1,77,48,166,False
7424,"Cholesterol,  Chicken, skin, raw, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-01-02-chTTU",52,9,16,62,73,False
7425,"FA, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-01-02-FattyAcids",9,6,23,54,44,False
7426,"Minerals, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-01-02-Min",13,8,16,40,53,False
7427,"Selenium, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-01-02-Se",42,10,78,69,188,False
7428,"Fat, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-01-02-TotalFat",41,6,18,85,166,False
7429,"Amino Acids, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-01-02-AminoAcids",14,8,14,122,58,False
7430,"Thiamin, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-01-02-B1",14,2,42,179,137,False
7431,"Vitamin B12, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-01-02-B12",7,10,20,160,193,False
7432,"Riboflavin, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-01-02-B2",38,9,64,160,153,False
7433,"Niacin, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-01-02-B3",15,5,28,9,84,False
7434,"Vitamin B6, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-01-02-B6",50,9,59,20,23,False
7435,"Cholesterol-WT, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-01-02-Choles",31,11,46,79,171,False
7436,"Proximates, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-01-02-prox",44,8,32,108,29,False
7437,"Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-02-02",29,2,4,47,84,False
7438,"Proximates, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-02-02-prox",40,9,55,62,150,False
7439,"Thiamin, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-02-02-B1",10,1,28,42,15,False
7440,"Vitamin B12, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-02-02-B12",2,10,9,90,173,False
7441,"Riboflavin, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-02-02-B2",25,9,3,108,164,False
7442,"Niacin, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-02-02-B3",58,9,29,113,178,False
7443,"Vitamin B6, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-02-02-B6",26,9,23,195,114,False
7444,"Cholesterol-WT, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-02-02-Choles",11,1,10,111,119,False
7445,"Cholesterol,  Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-02-02-chTTU",8,6,25,185,46,False
7446,"FA, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-02-02-FattyAcids",58,1,73,23,126,False
7447,"Minerals, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-02-02-Min",19,5,47,64,145,False
7448,"Selenium, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-02-02-Se",25,5,15,10,68,False
7449,"Fat, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-02-02-TotalFat",9,5,9,73,158,False
7450,"Chicken, skin, braised, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-03-02",47,7,70,37,88,False
7451,"Thiamin, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-03-02-B1",54,5,20,194,95,False
7452,"Vitamin B12, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-03-02-B12",1,3,48,199,190,False
7453,"Riboflavin, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-03-02-B2",59,5,59,89,4,False
7454,"Niacin, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-03-02-B3",48,1,21,195,20,False
7455,"Vitamin B6, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-03-02-B6",45,11,24,108,49,False
7456,"Cholesterol,  Chicken, skin, braised, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-03-02-chTTU",16,10,68,78,101,False
7457,"FA, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-03-02-FattyAcids",9,10,3,135,13,False
7458,"Minerals, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-03-02-Min",28,7,45,98,80,False
7459,"Selenium, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-03-02-Se",52,8,61,82,93,False
7460,"Fat, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-03-02-TotalFat",10,2,56,182,47,False
7461,"Proximates, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-03-02-prox",5,5,26,9,74,False
7462,"Chicken, dark meat, lean only, thigh, raw, non-enhanced (CA2,NC1) - 14B-07-02",55,3,77,163,155,False
7463,"Proximates, Chicken, dark meat, lean only, thigh, raw, non-enhanced (CA2,NC1) - 14B-07-02-prox",20,2,47,5,152,False
